53.38247,3.950996
37.3165,2.810469
35.58596,4.026661
21.95901,2.01942
18.65473,2.822693
19.70331,3.208902
34.27499,3.016274
29.84096,2.901368
17.57438,1.084481
34.41819,6.092451
36.28576,3.573797
36.77438,4.088675
22.10967,3.666286
35.30163,4.404016
25.44526,4.413468
44.5757,5.372499
80.20598,6.734643
25.71925,8.201439
23.03643,6.376602
26.19745,7.190358
25.04649,7.070123
47.74566,5.788247
43.1386,8.144649
51.22947,8.626863
33.38551,8.328948
36.78018,6.277906
47.84846,7.7655
31.50227,7.699378
26.63867,8.366491
39.02199,10.08677
21.24397,8.079268
26.83442,8.354541
50.21885,10.3139
41.84381,9.693991
28.37501,10.47233
40.78594,14.49105
36.96645,9.00534
32.69885,9.756791
32.43108,11.4134
37.9501,11.1838
34.15916,10.84103
65.88146,11.53186
39.8154,8.845403
19.68988,4.099785
22.99111,7.987481
37.77488,9.461237
95.0424,11.91085
21.59146,5.606374
41.17262,6.129515
27.35603,4.815228
27.69421,6.392916
30.0961,8.675138
27.00965,3.697552
54.85493,8.026151
34.65763,4.765836
30.50327,5.080321
34.69336,5.497563
28.70912,2.798142
37.91936,5.805817
21.83275,5.598317
25.40303,4.087937
33.62647,5.314172
26.63093,5.97312
71.01768,9.273251
50.58178,8.43274
28.02266,5.948973
43.09383,3.619996
122.9673,8.658016
34.11046,6.4183
29.07397,3.453508
40.93767,4.921743
43.25982,5.726445
46.3675,5.998025
29.50213,6.025393
35.93973,5.488288
23.15296,4.520245
22.63455,4.837234
25.34351,5.878651
49.12525,8.317066
31.46603,4.769326
40.88363,4.855925
33.80878,4.454756
40.71265,4.188038
23.59968,4.557285
26.78895,3.777493
28.65574,3.757942
24.66109,3.26619
33.03568,1.258004
22.85139,0.8966948
30.85532,3.738842
18.31921,2.50945
24.76229,2.427897
42.6906,3.496163
24.58999,2.442431
53.41194,3.26338
32.91612,2.656888
17.18539,3.631694
20.56736,2.287326
23.75554,3.89295
25.3611,3.057206
25.70543,4.028154
18.00877,1.353528
25.19455,3.617516
31.79512,4.614012
28.32088,5.49687
22.24046,3.081923
23.38397,1.756806
26.38919,4.913027
29.43572,6.670537
27.93198,6.296989
27.41152,4.28383
30.13899,4.39216
25.7569,2.63879
22.6055,3.753403
34.94806,3.679793
29.60902,6.451777
24.02717,4.183927
30.20075,4.469949
22.8706,3.354411
24.74423,2.838282
30.48181,3.343816
48.98581,2.972564
23.61156,3.775297
28.46231,6.898278
31.39228,8.299731
30.10968,7.145565
28.10872,6.394398
28.44672,6.275825
23.48693,8.094824
25.55161,7.803159
28.09605,8.171536
20.92119,4.765135
31.77125,5.219695
44.18964,6.529762
29.47951,7.257568
47.75432,6.800103
43.23305,4.963627
32.31361,7.248692
30.2971,5.480473
25.17978,6.780151
55.93839,6.500808
63.85519,6.12199
27.38836,4.677239
31.82664,8.267811
38.91035,9.20039
20.1119,7.409425
30.32453,7.190048
27.50893,10.03894
32.93034,10.78216
28.63198,11.36876
30.30376,8.236781
35.68699,10.36455
47.13844,9.338644
24.9475,7.719605
23.02243,8.928786
31.19602,9.555979
26.84983,7.479863
38.05829,6.177152
28.10579,6.290377
31.20562,8.989965
42.2085,8.84017
32.17487,11.76248
42.90428,7.364215
40.67828,10.10121
48.99891,14.59477
46.39379,15.00081
33.82673,10.9072
38.0657,11.90582
48.4489,10.89622
42.07423,12.3652
50.31244,15.21179
68.29053,8.127118
36.50321,8.462376
31.33526,8.217403
48.02381,11.247
32.97444,11.77227
41.90253,10.36369
36.05087,12.76966
33.04753,13.75872
44.16586,11.9202
34.76879,13.90651
39.14984,13.94031
51.36092,13.62843
54.77748,15.00896
33.97199,13.66034
60.73599,13.64416
45.92149,14.3983
42.33421,16.46569
30.58511,13.84772
33.95117,13.33443
37.3651,15.00361
35.22661,15.26641
55.90924,13.78622
31.4561,13.76486
32.46891,10.55144
31.22881,11.27359
37.96966,12.85612
57.63927,15.95111
38.6565,12.17029
58.69685,10.87045
33.08928,13.30011
34.98526,10.8373
45.34782,13.7958
53.71606,17.58762
36.27206,15.51381
45.25117,15.0309
38.8373,15.97057
43.79979,13.80315
39.79646,15.64817
47.6371,13.7149
35.70736,13.92434
48.67993,14.52485
45.56018,11.59727
47.64673,12.36629
32.37316,11.77279
34.94751,11.04064
48.41908,14.94267
26.59791,9.107014
32.33403,13.01717
44.23406,16.56175
61.19526,17.64607
42.39458,19.16957
43.2079,15.64292
44.44197,15.35688
42.26134,14.83088
39.2993,15.49644
50.14761,12.56213
41.4898,15.10463
50.65118,17.41169
34.12343,14.69633
39.33842,14.46736
57.1886,18.27011
38.29548,14.45887
34.40996,16.00311
48.47235,16.54126
36.17279,15.33911
42.95462,15.14524
48.94809,13.07611
45.98219,17.77415
41.54441,16.86247
32.87311,16.09219
55.93766,17.5484
51.87564,19.40982
41.95088,13.8745
45.00593,15.08507
50.02293,20.09032
32.65825,9.313308
38.24085,9.736807
45.2608,13.80681
56.61145,9.052357
38.65528,8.60815
39.60672,17.50752
59.0413,19.28643
47.23764,17.28769
62.50705,18.40194
43.05291,17.36002
39.43711,19.60838
48.66157,19.59842
46.57822,17.91373
62.51915,17.12006
51.63681,20.40916
49.50261,20.25657
50.53065,18.68469
40.71477,17.51235
34.49332,15.59844
38.28709,15.59945
52.93904,19.36526
44.83638,16.69775
39.78087,15.95831
56.91268,17.38157
165.7043,22.79163
